############################################################################
#  Pinched hemisphere with 18 degree hole                                  #
#  Quarter model, fine Quad4 Reissner-Mindlin shell mesh (ported from dawn)#
############################################################################

<Nodes>
     1    1.0020E+01    0.0000E+00    0.0000E+00 ;
     2    9.9718E+00    9.8210E-01    0.0000E+00 ;
     3    9.8275E+00    1.9547E+00    0.0000E+00 ;
     4    9.5886E+00    2.9086E+00    0.0000E+00 ;
     5    9.2573E+00    3.8344E+00    0.0000E+00 ;
     6    8.8369E+00    4.7233E+00    0.0000E+00 ;
     7    8.3314E+00    5.5667E+00    0.0000E+00 ;
     8    7.7457E+00    6.3565E+00    0.0000E+00 ;
     9    7.0854E+00    7.0850E+00    0.0000E+00 ;
    10    6.3568E+00    7.7454E+00    0.0000E+00 ;
    11    5.5671E+00    8.3312E+00    0.0000E+00 ;
    12    4.7237E+00    8.8367E+00    0.0000E+00 ;
    13    3.8348E+00    9.2571E+00    0.0000E+00 ;
    14    2.9090E+00    9.5884E+00    0.0000E+00 ;
    15    1.9552E+00    9.8274E+00    0.0000E+00 ;
    16    9.8256E-01    9.9717E+00    0.0000E+00 ;
    17    4.6419E-04    1.0020E+01    0.0000E+00 ;
    18    9.9891E+00    0.0000E+00    7.8616E-01 ;
    19    9.9410E+00    9.7908E-01    7.8616E-01 ;
    20    9.7972E+00    1.9487E+00    7.8616E-01 ;
    21    9.5590E+00    2.8996E+00    7.8616E-01 ;
    22    9.2288E+00    3.8226E+00    7.8616E-01 ;
    23    8.8097E+00    4.7087E+00    7.8616E-01 ;
    24    8.3057E+00    5.5495E+00    7.8616E-01 ;
    25    7.7218E+00    6.3369E+00    7.8616E-01 ;
    26    7.0635E+00    7.0632E+00    7.8616E-01 ;
    27    6.3372E+00    7.7215E+00    7.8616E-01 ;
    28    5.5499E+00    8.3055E+00    7.8616E-01 ;
    29    4.7091E+00    8.8095E+00    7.8616E-01 ;
    30    3.8230E+00    9.2286E+00    7.8616E-01 ;
    31    2.9000E+00    9.5589E+00    7.8616E-01 ;
    32    1.9492E+00    9.7971E+00    7.8616E-01 ;
    33    9.7954E-01    9.9410E+00    7.8616E-01 ;
    34    4.6276E-04    9.9891E+00    7.8616E-01 ;
    35    9.8966E+00    0.0000E+00    1.5675E+00 ;
    36    9.8490E+00    9.7001E-01    1.5675E+00 ;
    37    9.7065E+00    1.9307E+00    1.5675E+00 ;
    38    9.4705E+00    2.8728E+00    1.5675E+00 ;
    39    9.1433E+00    3.7872E+00    1.5675E+00 ;
    40    8.7281E+00    4.6651E+00    1.5675E+00 ;
    41    8.2288E+00    5.4981E+00    1.5675E+00 ;
    42    7.6503E+00    6.2782E+00    1.5675E+00 ;
    43    6.9981E+00    6.9978E+00    1.5675E+00 ;
    44    6.2786E+00    7.6500E+00    1.5675E+00 ;
    45    5.4985E+00    8.2286E+00    1.5675E+00 ;
    46    4.6655E+00    8.7279E+00    1.5675E+00 ;
    47    3.7876E+00    9.1432E+00    1.5675E+00 ;
    48    2.8732E+00    9.4704E+00    1.5675E+00 ;
    49    1.9311E+00    9.7064E+00    1.5675E+00 ;
    50    9.7047E-01    9.8489E+00    1.5675E+00 ;
    51    4.5848E-04    9.8966E+00    1.5675E+00 ;
    52    9.7431E+00    0.0000E+00    2.3391E+00 ;
    53    9.6962E+00    9.5497E-01    2.3391E+00 ;
    54    9.5559E+00    1.9007E+00    2.3391E+00 ;
    55    9.3236E+00    2.8282E+00    2.3391E+00 ;
    56    9.0015E+00    3.7284E+00    2.3391E+00 ;
    57    8.5928E+00    4.5928E+00    2.3391E+00 ;
    58    8.1012E+00    5.4129E+00    2.3391E+00 ;
    59    7.5317E+00    6.1808E+00    2.3391E+00 ;
    60    6.8896E+00    6.8893E+00    2.3391E+00 ;
    61    6.1812E+00    7.5314E+00    2.3391E+00 ;
    62    5.4132E+00    8.1010E+00    2.3391E+00 ;
    63    4.5932E+00    8.5925E+00    2.3391E+00 ;
    64    3.7289E+00    9.0014E+00    2.3391E+00 ;
    65    2.8286E+00    9.3235E+00    2.3391E+00 ;
    66    1.9012E+00    9.5559E+00    2.3391E+00 ;
    67    9.5542E-01    9.6962E+00    2.3391E+00 ;
    68    4.5137E-04    9.7431E+00    2.3391E+00 ;
    69    9.5296E+00    0.0000E+00    3.0964E+00 ;
    70    9.4837E+00    9.3404E-01    3.0964E+00 ;
    71    9.3465E+00    1.8591E+00    3.0964E+00 ;
    72    9.1193E+00    2.7662E+00    3.0964E+00 ;
    73    8.8042E+00    3.6467E+00    3.0964E+00 ;
    74    8.4044E+00    4.4921E+00    3.0964E+00 ;
    75    7.9237E+00    5.2942E+00    3.0964E+00 ;
    76    7.3666E+00    6.0454E+00    3.0964E+00 ;
    77    6.7386E+00    6.7383E+00    3.0964E+00 ;
    78    6.0457E+00    7.3663E+00    3.0964E+00 ;
    79    5.2946E+00    7.9234E+00    3.0964E+00 ;
    80    4.4925E+00    8.4042E+00    3.0964E+00 ;
    81    3.6471E+00    8.8041E+00    3.0964E+00 ;
    82    2.7666E+00    9.1191E+00    3.0964E+00 ;
    83    1.8595E+00    9.3464E+00    3.0964E+00 ;
    84    9.3447E-01    9.4837E+00    3.0964E+00 ;
    85    4.4148E-04    9.5296E+00    3.0964E+00 ;
    86    9.2573E+00    0.0000E+00    3.8345E+00 ;
    87    9.2127E+00    9.0734E-01    3.8345E+00 ;
    88    9.0794E+00    1.8060E+00    3.8345E+00 ;
    89    8.8587E+00    2.6872E+00    3.8345E+00 ;
    90    8.5526E+00    3.5425E+00    3.8345E+00 ;
    91    8.1642E+00    4.3637E+00    3.8345E+00 ;
    92    7.6972E+00    5.1429E+00    3.8345E+00 ;
    93    7.1561E+00    5.8726E+00    3.8345E+00 ;
    94    6.5460E+00    6.5457E+00    3.8345E+00 ;
    95    5.8729E+00    7.1558E+00    3.8345E+00 ;
    96    5.1433E+00    7.6970E+00    3.8345E+00 ;
    97    4.3641E+00    8.1640E+00    3.8345E+00 ;
    98    3.5429E+00    8.5525E+00    3.8345E+00 ;
    99    2.6876E+00    8.8586E+00    3.8345E+00 ;
   100    1.8064E+00    9.0793E+00    3.8345E+00 ;
   101    9.0777E-01    9.2127E+00    3.8345E+00 ;
   102    4.2886E-04    9.2573E+00    3.8345E+00 ;
   103    8.9279E+00    0.0000E+00    4.5490E+00 ;
   104    8.8849E+00    8.7506E-01    4.5490E+00 ;
   105    8.7563E+00    1.7417E+00    4.5490E+00 ;
   106    8.5435E+00    2.5916E+00    4.5490E+00 ;
   107    8.2483E+00    3.4165E+00    4.5490E+00 ;
   108    7.8738E+00    4.2085E+00    4.5490E+00 ;
   109    7.4234E+00    4.9599E+00    4.5490E+00 ;
   110    6.9015E+00    5.6637E+00    4.5490E+00 ;
   111    6.3131E+00    6.3128E+00    4.5490E+00 ;
   112    5.6640E+00    6.9012E+00    4.5490E+00 ;
   113    4.9603E+00    7.4231E+00    4.5490E+00 ;
   114    4.2088E+00    7.8736E+00    4.5490E+00 ;
   115    3.4168E+00    8.2482E+00    4.5490E+00 ;
   116    2.5919E+00    8.5434E+00    4.5490E+00 ;
   117    1.7421E+00    8.7563E+00    4.5490E+00 ;
   118    8.7547E-01    8.8849E+00    4.5490E+00 ;
   119    4.1360E-04    8.9279E+00    4.5490E+00 ;
   120    8.5435E+00    0.0000E+00    5.2354E+00 ;
   121    8.5023E+00    8.3738E-01    5.2354E+00 ;
   122    8.3793E+00    1.6667E+00    5.2354E+00 ;
   123    8.1756E+00    2.4800E+00    5.2354E+00 ;
   124    7.8932E+00    3.2693E+00    5.2354E+00 ;
   125    7.5347E+00    4.0272E+00    5.2354E+00 ;
   126    7.1037E+00    4.7464E+00    5.2354E+00 ;
   127    6.6043E+00    5.4198E+00    5.2354E+00 ;
   128    6.0413E+00    6.0410E+00    5.2354E+00 ;
   129    5.4201E+00    6.6040E+00    5.2354E+00 ;
   130    4.7467E+00    7.1035E+00    5.2354E+00 ;
   131    4.0276E+00    7.5345E+00    5.2354E+00 ;
   132    3.2697E+00    7.8930E+00    5.2354E+00 ;
   133    2.4803E+00    8.1755E+00    5.2354E+00 ;
   134    1.6671E+00    8.3792E+00    5.2354E+00 ;
   135    8.3777E-01    8.5023E+00    5.2354E+00 ;
   136    3.9579E-04    8.5435E+00    5.2354E+00 ;
   137    8.1064E+00    0.0000E+00    5.8896E+00 ;
   138    8.0673E+00    7.9454E-01    5.8896E+00 ;
   139    7.9506E+00    1.5814E+00    5.8896E+00 ;
   140    7.7573E+00    2.3531E+00    5.8896E+00 ;
   141    7.4893E+00    3.1021E+00    5.8896E+00 ;
   142    7.1492E+00    3.8212E+00    5.8896E+00 ;
   143    6.7403E+00    4.5035E+00    5.8896E+00 ;
   144    6.2664E+00    5.1425E+00    5.8896E+00 ;
   145    5.7322E+00    5.7319E+00    5.8896E+00 ;
   146    5.1428E+00    6.2662E+00    5.8896E+00 ;
   147    4.5038E+00    6.7401E+00    5.8896E+00 ;
   148    3.8215E+00    7.1490E+00    5.8896E+00 ;
   149    3.1024E+00    7.4892E+00    5.8896E+00 ;
   150    2.3534E+00    7.7572E+00    5.8896E+00 ;
   151    1.5818E+00    7.9505E+00    5.8896E+00 ;
   152    7.9491E-01    8.0673E+00    5.8896E+00 ;
   153    3.7554E-04    8.1064E+00    5.8896E+00 ;
